H,,,,
Lime-soda process,CaSO4+Na2CO3->CaCO3(ppt)+Na2SO4,Lime- Ca; Soda- Na; Used to remove permanent hardness,No not fresh lime soda.,
Washing Soda,Na2CO3,,,
Baking Soda,NaHCO3,,,
Castner Kellner Process,NaCl+H2O->NaOH+Cl2+H2,Chloralkali,,
Bleaching Powder,Ca(OCl)2 CaCl2,Often abrievated as CaOCl2,,1
Be+C->,Be2C,"Like Al4C3, Gives methane not ethyne",,
BeX2 salts are extremely soluble even though being largely covalent due to the formation of:,[Be(H2O)4]X2,,,
CaC2+N2->,CaNCN+C,-N=C=N-,,
LiNO3 +▲-> ,Li2O+NO2+O2,,,
NaNO3 +▲-> ,NaNO2+O2,,,
Na2O+NH3 ->,NaNH2+NaOH,,,
"Na + O2 (excess, high temp) -> `____` . Also specify the magnetic nature of the product.","Na2O2, diamagnetic",,Separate each answer by a comma.,
Na2O2 + Water/Acid (low temp) ->,H2O2 + Base/Salt,,,
NaN3+NaNO2 ->,Na2O+N2,,,
Na2O2 + Water/Acid (high temp) ->,O2 + Base/Salt,,,
NaOH +PbO->,Na2PbO2+H2O,,,
NaOH + PbO2 ->,Na2PbO3+H2O,,,
NaOH + Pb ->,Na2PbO3 + H2,,,
X2 (X = halogen) + NaOH (cold and dil.) ->,NaX + NaXO + H2O,,,
X2 (X = halogen) + NaOH (hot and conc)  ->,NaX + NaXO3 + H2O,,,
P4 + NaOH + H2O ->,NaH2PO2 + PH3,,,
S + NaOH  ->,Na2S + H2O,,,
Si + NaOH ->,Na2SiO3 + H2,,,
(NH4)2SO4 + NaOH ->,NH3 + Na2SO4 + H2O,,,
Na2CO3+H2O+SO2 ->,Na2SO3+CO2,,,
Na2SO3+S ->,Na2S2O3,,,
K2SO4 + C +▲-> ,K2S + CO ,,,
BeCl2+LiALH4->,BeH2+LiCl+AlCl3,,,
Be+2NaOH+H2O ->,Na2BeO2.2H2O + H2,,,
Be(NO3)2 +▲-> ,[Be4O(NO3)6] + NO2 + O2,,,
Mg(NO3)2 +▲-> ,MgO + NO2 + O2,,,
MgCl2.6H2O + NaHCO3 -> + H2SO4 -> ,MgCl2.6H2O + NaHCO3 -> MgCO3 + H2SO4 -> MgSo4.7H2O ,,Rewrite whole reaction,
Dolomite + H2SO4  ->,MgSO4 + CaSO4 + H2O + CO2,,dolomite = MgCO3.CaCO3,
CaO + P2O5 ->,Ca3(PO4)2,,,
CaCl2 (aq) (crystallization) ->,CaCl2.6H2O,,,
CaSO4.2H2O +▲->,CaSo4.1/2H2O,gYPSUM TO POP,,
Pb + 4Na + 4C2H5Cl -> ,(C2H5)Pb + NaCl,Lead sodium alloy to tetra ethyl lead,,
CaC2 + H2O  ->,C2H2,,,
Be2C + H2O ->,CH4,,,
Mg2C3 + H2O ->,C3H4,,,
BaC2+N2 +▲-> ,Ba(CN)2,,,
BeC2 + N2 +▲-> ,BeCN2,,,
Li2CO3 +▲->,Li2O + CO2,,,
