H,,,,
NH4+ Confirmatory,"NH4+K2[HgI4]->HgO.HgNH2I(ppt,Chocolate Brown)",,Ignore byproducts for this reaction. Use dot-form of product. Use NH4 instead of NH4+.,
NaX+Pb(OAc)2->,"PbX2(ppt,soluble on heating)+NaOAc","Just like AgX, colour becomes yellow with PbI2 (altho not much with Br). Cl is more crystalline.",,
Cl- Confirmatory,4Cl+K2Cr2O7->2CrO2Cl2(Deep red vapour)+8NaOH->4NaCl+2Na2CrO4(Yellow),"Chromyl Chloride Test. For some reason Concentrated Acids (in group seperation), Chromates and Manganates don't manage to oxidize Cl- in salt.",Use Cl instead of Cl-. Ignore byproducts for this reaction. Add the reagants into reaction in the second step right away (For example like H2O in this reaction: RCHO+KCN->RCH(OH)(CN)+H2O->RCH(OH)COOH),
MnO2 Test for Cl-,2Cl+MnO2+2H2SO4(conc)->Cl2(greenish yellow),This indirectly oxidizes Cl- in salt. Concentrated acid gives HCl which is then oxidized by the oxidizer.,Use Cl instead of Cl-. Ignore byproducts for this reaction.,
SO4-- Confirmatory,"SO4+Pb(OAc)2->PbSO4(ppt,insoluble in acid)+2OAc",,Use SO4 instead of SO4--,
NaCl+KMnO4 [H+]->,no rxn,"For some reason Concentrated Acids (in group seperation), Chromates and Manganates don't manage to oxidize Cl- in salt.",,
KMnO4+KOH(conc)->,4K2MnO4(Green)+O2+2H2O,MnO4-- gains stability very high pH,,
Cobalt Chloride + ▲ (Colour Change),Pink->Blue,,,
Borax Bead Preparation,Na2B4O7.10H2O->2NaBO2+B2O3,B2O3 has this property of readily taking in metal oxides (Lewis Basic),Include hydration,
Borax Bead test in Oxidizing Flame,MO+B2O3->M(BO2)2,"Practically, Oxidizing and Non-luminous are same because atmosphere's got 32% O2 anyways",Assume metal is M(II),
Borax Bead test in Reducing Flame,Fe2O3+2B2O3+2NaBO2+C->Fe(BO2)2(green)+Na2B4O7+CO,Reduction changes colour,Assume metal is Fe,
2HNO2(aq)->,2NO+HNO3+H2O,N2O3 + H2O. NO2 from one HNO2 reduces another HNO2 to HNO3,,
Washing Soda Bead Test,MnO+O2+Na2CO3->Na2MnO4(Green)+CO2,"While Borax Bead test is majorly answered by lewis acidic oxides with colour giving metals, Sodium Carbonate Bead test is answered by lewis basic oxides (MnO2 and Cr2O3 are amphoteric and MnO oxidized from their stable oxidation state in oxidizing flame to this)",Assume metal is Mn,
